"","MGI.symbol","HGNC.symbol","pair"
"1478","Psmc5","PSMC5","PSMC5_Psmc5"
"1479","Psmd12","PSMD12","PSMD12_Psmd12"
"1480","Psmd2","PSMD2","PSMD2_Psmd2"
"1481","Psmd3","PSMD3","PSMD3_Psmd3"
"1482","Psme3","PSME3","PSME3_Psme3"
"1483","Psme4","PSME4","PSME4_Psme4"
"1484","Pspc1","PSPC1","PSPC1_Pspc1"
"1485","Pstk","PSTK","PSTK_Pstk"
"1486","Ptch1","PTCH1","PTCH1_Ptch1"
"1487","Ptdss2","PTDSS2","PTDSS2_Ptdss2"
"1488","Pten","PTEN","PTEN_Pten"
"1489","Ptges2","PTGES2","PTGES2_Ptges2"
"1490","Ptk2","PTK2","PTK2_Ptk2"
"1491","Ptk7","PTK7","PTK7_Ptk7"
"1492","Ptov1","PTOV1","PTOV1_Ptov1"
"1493","Ptp4a2","PTP4A2","PTP4A2_Ptp4a2"
"1494","Ptpn11","PTPN11","PTPN11_Ptpn11"
"1495","Ptpn12","PTPN12","PTPN12_Ptpn12"
"1496","Ptpn18","PTPN18","PTPN18_Ptpn18"
"1497","Ptpn2","PTPN2","PTPN2_Ptpn2"
"1498","Ptpn9","PTPN9","PTPN9_Ptpn9"
"1499","Ptprf","PTPRF","PTPRF_Ptprf"
"1500","Ptprs","PTPRS","PTPRS_Ptprs"
"1501","Puf60","PUF60","PUF60_Puf60"
"1502","Pura","PURA","PURA_Pura"
"1503","Purb","PURB","PURB_Purb"
"1504","Pwwp2a","PWWP2A","PWWP2A_Pwwp2a"
"1505","Pxdc1","PXDC1","PXDC1_Pxdc1"
"1506","Pxdn","PXDN","PXDN_Pxdn"
"1507","Pxmp2","PXMP2","PXMP2_Pxmp2"
"1508","Pxn","PXN","PXN_Pxn"
"1509","Pycard","PYCARD","PYCARD_Pycard"
"1510","Pycr1","PYCR1","PYCR1_Pycr1"
"1511","Pyurf","PYURF","PYURF_Pyurf"
"1512","Qdpr","QDPR","QDPR_Qdpr"
"1513","Qk","QKI","QKI_Qk"
"1514","Qsox2","QSOX2","QSOX2_Qsox2"
"1515","R3hdm4","R3HDM4","R3HDM4_R3hdm4"
"1516","Rab12","RAB12","RAB12_Rab12"
"1517","Rab20","RAB20","RAB20_Rab20"
"1518","Rab22a","RAB22A","RAB22A_Rab22a"
"1519","Rab2a","RAB2A","RAB2A_Rab2a"
"1520","Rab31","RAB31","RAB31_Rab31"
"1521","Rab33b","RAB33B","RAB33B_Rab33b"
"1522","Rab34","RAB34","RAB34_Rab34"
"1523","Rab3d","RAB3D","RAB3D_Rab3d"
"1524","Rab40b","RAB40B","RAB40B_Rab40b"
"1525","Rab40c","RAB40C","RAB40C_Rab40c"
"1526","Rab43","RAB43","RAB43_Rab43"
"1527","Rab4a","RAB4A","RAB4A_Rab4a"
"1528","Rab5a","RAB5A","RAB5A_Rab5a"
"1529","Rab5c","RAB5C","RAB5C_Rab5c"
"1530","Rabep1","RABEP1","RABEP1_Rabep1"
"1531","Rabep2","RABEP2","RABEP2_Rabep2"
"1532","Rabgap1","RABGAP1","RABGAP1_Rabgap1"
"1533","Rabgef1","RABGEF1","RABGEF1_Rabgef1"
"1534","Rabl6","RABL6","RABL6_Rabl6"
"1535","Rad23b","RAD23B","RAD23B_Rad23b"
"1536","Radil","RADIL","RADIL_Radil"
"1537","Rai14","RAI14","RAI14_Rai14"
"1538","Ralbp1","RALBP1","RALBP1_Ralbp1"
"1539","Ralgapb","RALGAPB","RALGAPB_Ralgapb"
"1540","Ralgds","RALGDS","RALGDS_Ralgds"
"1541","Ranbp1","RANBP1","RANBP1_Ranbp1"
"1542","Ranbp9","RANBP9","RANBP9_Ranbp9"
"1543","Rap1a","RAP1A","RAP1A_Rap1a"
"1544","Rap1b","RAP1B","RAP1B_Rap1b"
"1545","Raph1","RAPH1","RAPH1_Raph1"
"1546","Rarg","RARG","RARG_Rarg"
"1547","Rarres2","RARRES2","RARRES2_Rarres2"
"1548","Rasl10b","RASL10B","RASL10B_Rasl10b"
"1549","Rassf1","RASSF1","RASSF1_Rassf1"
"1550","Rbbp4","RBBP4","RBBP4_Rbbp4"
"1551","Rbbp7","RBBP7","RBBP7_Rbbp7"
"1552","Rbfox2","RBFOX2","RBFOX2_Rbfox2"
"1553","Rbl2","RBL2","RBL2_Rbl2"
"1554","Rbm17","RBM17","RBM17_Rbm17"
"1555","Rbm27","RBM27","RBM27_Rbm27"
"1556","Rbm42","RBM42","RBM42_Rbm42"
"1557","Rbpms","RBPMS","RBPMS_Rbpms"
"1558","Rcan2","RCAN2","RCAN2_Rcan2"
"1559","Rcan3","RCAN3","RCAN3_Rcan3"
"1560","Rcn1","RCN1","RCN1_Rcn1"
"1561","Rcn2","RCN2","RCN2_Rcn2"
"1562","Rcn3","RCN3","RCN3_Rcn3"
"1563","Rdh14","RDH14","RDH14_Rdh14"
"1564","Recql4","RECQL4","RECQL4_Recql4"
"1565","Reep5","REEP5","REEP5_Reep5"
"1566","Reep6","REEP6","REEP6_Reep6"
"1567","Rel","REL","REL_Rel"
"1568","Relt","RELT","RELT_Relt"
"1569","Renbp","RENBP","RENBP_Renbp"
"1570","Reps1","REPS1","REPS1_Reps1"
"1571","Rer1","RER1","RER1_Rer1"
"1572","Rest","REST","REST_Rest"
"1573","Rev1","REV1","REV1_Rev1"
"1574","Rexo4","REXO4","REXO4_Rexo4"
"1575","Rfk","RFK","RFK_Rfk"
"1576","Rftn1","RFTN1","RFTN1_Rftn1"
"1577","Rgl1","RGL1","RGL1_Rgl1"
"1578","Rgmb","RGMB","RGMB_Rgmb"
"1579","Rgs12","RGS12","RGS12_Rgs12"
"1580","Rgs19","RGS19","RGS19_Rgs19"
"1581","Rgs3","RGS3","RGS3_Rgs3"
"1582","Rhbdd2","RHBDD2","RHBDD2_Rhbdd2"
"1583","Rhbdd3","RHBDD3","RHBDD3_Rhbdd3"
"1584","Rhobtb3","RHOBTB3","RHOBTB3_Rhobtb3"
"1585","Rhod","RHOD","RHOD_Rhod"
"1586","Ric8a","RIC8A","RIC8A_Ric8a"
"1587","Ric8b","RIC8B","RIC8B_Ric8b"
"1588","Rictor","RICTOR","RICTOR_Rictor"
"1589","Rilpl2","RILPL2","RILPL2_Rilpl2"
"1590","Rimklb","RIMKLB","RIMKLB_Rimklb"
"1591","Rin1","RIN1","RIN1_Rin1"
"1592","Rin2","RIN2","RIN2_Rin2"
"1593","Ring1","RING1","RING1_Ring1"
"1594","Ripk1","RIPK1","RIPK1_Ripk1"
"1595","Rnd3","RND3","RND3_Rnd3"
"1596","Rnf103","RNF103","RNF103_Rnf103"
"1597","Rnf11","RNF11","RNF11_Rnf11"
"1598","Rnf111","RNF111","RNF111_Rnf111"
"1599","Rnf114","RNF114","RNF114_Rnf114"
"1600","Rnf115","RNF115","RNF115_Rnf115"
"1601","Rnf126","RNF126","RNF126_Rnf126"
"1602","Rnf13","RNF13","RNF13_Rnf13"
"1603","Rnf130","RNF130","RNF130_Rnf130"
"1604","Rnf139","RNF139","RNF139_Rnf139"
"1605","Rnf166","RNF166","RNF166_Rnf166"
"1606","Rnf167","RNF167","RNF167_Rnf167"
"1607","Rnf208","RNF208","RNF208_Rnf208"
"1608","Rnf216","RNF216","RNF216_Rnf216"
"1609","Rnf220","RNF220","RNF220_Rnf220"
"1610","Rnf38","RNF38","RNF38_Rnf38"
"1611","Rnf44","RNF44","RNF44_Rnf44"
"1612","Rnf5","RNF5","RNF5_Rnf5"
"1613","Rnps1","RNPS1","RNPS1_Rnps1"
"1614","Rock2","ROCK2","ROCK2_Rock2"
"1615","Rogdi","ROGDI","ROGDI_Rogdi"
"1616","Rom1","ROM1","ROM1_Rom1"
"1617","Rp9","RP9","RP9_Rp9"
"1618","Rpl19","RPL19","RPL19_Rpl19"
"1619","Rpl24","RPL24","RPL24_Rpl24"
"1620","Rpl36","RPL36","RPL36_Rpl36"
"1621","Rpl6","RPL6","RPL6_Rpl6"
"1622","Rplp2","RPLP2","RPLP2_Rplp2"
"1623","Rpn2","RPN2","RPN2_Rpn2"
"1624","Rpp21","RPP21","RPP21_Rpp21"
"1625","Rprd1a","RPRD1A","RPRD1A_Rprd1a"
"1626","Rps19bp1","RPS19BP1","RPS19BP1_Rps19bp1"
"1627","Rps6ka2","RPS6KA2","RPS6KA2_Rps6ka2"
"1628","Rps6ka4","RPS6KA4","RPS6KA4_Rps6ka4"
"1629","Rps6kb2","RPS6KB2","RPS6KB2_Rps6kb2"
"1630","Rps7","RPS7","RPS7_Rps7"
"1631","Rpusd1","RPUSD1","RPUSD1_Rpusd1"
"1632","Rragc","RRAGC","RRAGC_Rragc"
"1633","Rras","RRAS","RRAS_Rras"
"1634","Rrbp1","RRBP1","RRBP1_Rrbp1"
"1635","Rrp1b","RRP1B","RRP1B_Rrp1b"
"1636","Rrp36","RRP36","RRP36_Rrp36"
"1637","Rrp9","RRP9","RRP9_Rrp9"
"1638","Rsad1","RSAD1","RSAD1_Rsad1"
"1639","Rsrc2","RSRC2","RSRC2_Rsrc2"
"1640","Rtf1","RTF1","RTF1_Rtf1"
"1641","Rtn4","RTN4","RTN4_Rtn4"
"1642","Rufy1","RUFY1","RUFY1_Rufy1"
"1643","Rundc1","RUNDC1","RUNDC1_Rundc1"
"1644","Runx1","RUNX1","RUNX1_Runx1"
"1645","Runx1t1","RUNX1T1","RUNX1T1_Runx1t1"
"1646","Rwdd4a","RWDD4","RWDD4_Rwdd4a"
"1647","S100a13","S100A13","S100A13_S100a13"
"1648","S100a16","S100A16","S100A16_S100a16"
"1649","S100a4","S100A4","S100A4_S100a4"
"1650","S1pr3","S1PR3","S1PR3_S1pr3"
"1651","Sae1","SAE1","SAE1_Sae1"
"1652","Sall1","SALL1","SALL1_Sall1"
"1653","Samd10","SAMD10","SAMD10_Samd10"
"1654","Samd4b","SAMD4B","SAMD4B_Samd4b"
"1655","Samd8","SAMD8","SAMD8_Samd8"
"1656","Sap130","SAP130","SAP130_Sap130"
"1657","Sap30l","SAP30L","SAP30L_Sap30l"
"1658","Sars2","SARS2","SARS2_Sars2"
"1659","Saysd1","SAYSD1","SAYSD1_Saysd1"
"1660","Sbno2","SBNO2","SBNO2_Sbno2"
"1661","Scaf11","SCAF11","SCAF11_Scaf11"
"1662","Scaf4","SCAF4","SCAF4_Scaf4"
"1663","Scarb2","SCARB2","SCARB2_Scarb2"
"1664","Sccpdh","SCCPDH","SCCPDH_Sccpdh"
"1665","Scly","SCLY","SCLY_Scly"
"1666","Scn5a","SCN5A","SCN5A_Scn5a"
"1667","Sco2","SCO2","SCO2_Sco2"
"1668","Scrib","SCRIB","SCRIB_Scrib"
"1669","Scrn1","SCRN1","SCRN1_Scrn1"
"1670","Sdf2l1","SDF2L1","SDF2L1_Sdf2l1"
"1671","Sdf4","SDF4","SDF4_Sdf4"
"1672","Sdr39u1","SDR39U1","SDR39U1_Sdr39u1"
"1673","Sec13","SEC13","SEC13_Sec13"
"1674","Sec24d","SEC24D","SEC24D_Sec24d"
"1675","Sec63","SEC63","SEC63_Sec63"
"1676","Sema3b","SEMA3B","SEMA3B_Sema3b"
"1677","Sema4c","SEMA4C","SEMA4C_Sema4c"
"1678","Senp5","SENP5","SENP5_Senp5"
"1679","Serbp1","SERBP1","SERBP1_Serbp1"
"1680","Serf2","SERF2","SERF2_Serf2"
"1681","Serinc2","SERINC2","SERINC2_Serinc2"
"1682","Sestd1","SESTD1","SESTD1_Sestd1"
"1683","Setd1b","SETD1B","SETD1B_Setd1b"
"1684","Setd3","SETD3","SETD3_Setd3"
"1685","Setd5","SETD5","SETD5_Setd5"
"1686","Sf1","SF1","SF1_Sf1"
"1687","Sf3a1","SF3A1","SF3A1_Sf3a1"
"1688","Sf3a2","SF3A2","SF3A2_Sf3a2"
"1689","Sf3b1","SF3B1","SF3B1_Sf3b1"
"1690","Sft2d3","SFT2D3","SFT2D3_Sft2d3"
"1691","Sfxn3","SFXN3","SFXN3_Sfxn3"
"1692","Sgpl1","SGPL1","SGPL1_Sgpl1"
"1693","Sgsm2","SGSM2","SGSM2_Sgsm2"
"1694","Sh2b1","SH2B1","SH2B1_Sh2b1"
"1695","Sh2b2","SH2B2","SH2B2_Sh2b2"
"1696","Sh3bgrl3","SH3BGRL3","SH3BGRL3_Sh3bgrl3"
"1697","Sh3bp2","SH3BP2","SH3BP2_Sh3bp2"
"1698","Sh3bp4","SH3BP4","SH3BP4_Sh3bp4"
"1699","Sh3gl1","SH3GL1","SH3GL1_Sh3gl1"
"1700","Sh3kbp1","SH3KBP1","SH3KBP1_Sh3kbp1"
"1701","Sh3rf2","SH3RF2","SH3RF2_Sh3rf2"
"1702","Sharpin","SHARPIN","SHARPIN_Sharpin"
"1703","Shmt1","SHMT1","SHMT1_Shmt1"
"1704","Siah2","SIAH2","SIAH2_Siah2"
"1705","Sidt2","SIDT2","SIDT2_Sidt2"
"1706","Sigmar1","SIGMAR1","SIGMAR1_Sigmar1"
"1707","Sik2","SIK2","SIK2_Sik2"
"1708","Sin3b","SIN3B","SIN3B_Sin3b"
"1709","Sipa1","SIPA1","SIPA1_Sipa1"
"1710","Sirt1","SIRT1","SIRT1_Sirt1"
"1711","Sirt3","SIRT3","SIRT3_Sirt3"
"1712","Sirt4","SIRT4","SIRT4_Sirt4"
"1713","Six2","SIX2","SIX2_Six2"
"1714","Six4","SIX4","SIX4_Six4"
"1715","Skil","SKIL","SKIL_Skil"
"1716","Slain2","SLAIN2","SLAIN2_Slain2"
"1717","Slc10a3","SLC10A3","SLC10A3_Slc10a3"
"1718","Slc12a2","SLC12A2","SLC12A2_Slc12a2"
"1719","Slc12a7","SLC12A7","SLC12A7_Slc12a7"
"1720","Slc12a8","SLC12A8","SLC12A8_Slc12a8"
"1721","Slc16a5","SLC16A5","SLC16A5_Slc16a5"
"1722","Slc17a5","SLC17A5","SLC17A5_Slc17a5"
"1723","Slc19a1","SLC19A1","SLC19A1_Slc19a1"
"1724","Slc22a15","SLC22A15","SLC22A15_Slc22a15"
"1725","Slc25a1","SLC25A1","SLC25A1_Slc25a1"
"1726","Slc25a11","SLC25A11","SLC25A11_Slc25a11"
"1727","Slc25a14","SLC25A14","SLC25A14_Slc25a14"
"1728","Slc25a15","SLC25A15","SLC25A15_Slc25a15"
"1729","Slc25a24","SLC25A24","SLC25A24_Slc25a24"
"1730","Slc25a29","SLC25A29","SLC25A29_Slc25a29"
"1731","Slc25a32","SLC25A32","SLC25A32_Slc25a32"
"1732","Slc25a33","SLC25A33","SLC25A33_Slc25a33"
"1733","Slc25a37","SLC25A37","SLC25A37_Slc25a37"
"1734","Slc25a38","SLC25A38","SLC25A38_Slc25a38"
"1735","Slc25a39","SLC25A39","SLC25A39_Slc25a39"
"1736","Slc27a3","SLC27A3","SLC27A3_Slc27a3"
"1737","Slc30a5","SLC30A5","SLC30A5_Slc30a5"
"1738","Slc35a3","SLC35A3","SLC35A3_Slc35a3"
"1739","Slc35b1","SLC35B1","SLC35B1_Slc35b1"
"1740","Slc35b2","SLC35B2","SLC35B2_Slc35b2"
"1741","Slc35b3","SLC35B3","SLC35B3_Slc35b3"
"1742","Slc35b4","SLC35B4","SLC35B4_Slc35b4"
"1743","Slc35e3","SLC35E3","SLC35E3_Slc35e3"
"1744","Slc35g1","SLC35G1","SLC35G1_Slc35g1"
"1745","Slc35g2","SLC35G2","SLC35G2_Slc35g2"
"1746","Slc36a4","SLC36A4","SLC36A4_Slc36a4"
"1747","Slc38a10","SLC38A10","SLC38A10_Slc38a10"
"1748","Slc38a2","SLC38A2","SLC38A2_Slc38a2"
"1749","Slc39a3","SLC39A3","SLC39A3_Slc39a3"
"1750","Slc41a1","SLC41A1","SLC41A1_Slc41a1"
"1751","Slc43a1","SLC43A1","SLC43A1_Slc43a1"
"1752","Slc44a2","SLC44A2","SLC44A2_Slc44a2"
"1753","Slc48a1","SLC48A1","SLC48A1_Slc48a1"
"1754","Slc4a2","SLC4A2","SLC4A2_Slc4a2"
"1755","Slc4a3","SLC4A3","SLC4A3_Slc4a3"
"1756","Slc6a15","SLC6A15","SLC6A15_Slc6a15"
"1757","Slc7a5","SLC7A5","SLC7A5_Slc7a5"
"1758","Slc7a7","SLC7A7","SLC7A7_Slc7a7"
"1759","Slc8a1","SLC8A1","SLC8A1_Slc8a1"
"1760","Slc9a3r2","SLC9A3R2","SLC9A3R2_Slc9a3r2"
"1761","Slc9a5","SLC9A5","SLC9A5_Slc9a5"
"1762","Slk","SLK","SLK_Slk"
"1763","Sltm","SLTM","SLTM_Sltm"
"1764","Smad1","SMAD1","SMAD1_Smad1"
"1765","Smad2","SMAD2","SMAD2_Smad2"
"1766","Smagp","SMAGP","SMAGP_Smagp"
"1767","Smarca4","SMARCA4","SMARCA4_Smarca4"
"1768","Smarcc1","SMARCC1","SMARCC1_Smarcc1"
"1769","Smarcc2","SMARCC2","SMARCC2_Smarcc2"
"1770","Smarcd2","SMARCD2","SMARCD2_Smarcd2"
"1771","Smc6","SMC6","SMC6_Smc6"
"1772","Smdt1","SMDT1","SMDT1_Smdt1"
"1773","Smg5","SMG5","SMG5_Smg5"
"1774","Smg7","SMG7","SMG7_Smg7"
"1775","Smim19","SMIM19","SMIM19_Smim19"
"1776","Smim4","SMIM4","SMIM4_Smim4"
"1777","Smpd1","SMPD1","SMPD1_Smpd1"
"1778","Smpd3","SMPD3","SMPD3_Smpd3"
"1779","Sms","SMS","SMS_Sms"
"1780","Smyd2","SMYD2","SMYD2_Smyd2"
"1781","Smyd4","SMYD4","SMYD4_Smyd4"
"1782","Smyd5","SMYD5","SMYD5_Smyd5"
"1783","Snap29","SNAP29","SNAP29_Snap29"
"1784","Snapc3","SNAPC3","SNAPC3_Snapc3"
"1785","Snapc4","SNAPC4","SNAPC4_Snapc4"
"1786","Snf8","SNF8","SNF8_Snf8"
"1787","Snn","SNN","SNN_Snn"
"1788","Snord35b","SNORD35B","SNORD35B_Snord35b"
"1789","Snord60","SNORD60","SNORD60_Snord60"
"1790","Snrnp25","SNRNP25","SNRNP25_Snrnp25"
"1791","Snrnp70","SNRNP70","SNRNP70_Snrnp70"
"1792","Snta1","SNTA1","SNTA1_Snta1"
"1793","Sntb2","SNTB2","SNTB2_Sntb2"
"1794","Snx12","SNX12","SNX12_Snx12"
"1795","Snx14","SNX14","SNX14_Snx14"
"1796","Snx18","SNX18","SNX18_Snx18"
"1797","Snx19","SNX19","SNX19_Snx19"
"1798","Snx21","SNX21","SNX21_Snx21"
"1799","Snx27","SNX27","SNX27_Snx27"
"1800","Snx3","SNX3","SNX3_Snx3"
"1801","Snx30","SNX30","SNX30_Snx30"
"1802","Snx33","SNX33","SNX33_Snx33"
"1803","Snx4","SNX4","SNX4_Snx4"
"1804","Snx7","SNX7","SNX7_Snx7"
"1805","Socs3","SOCS3","SOCS3_Socs3"
"1806","Socs5","SOCS5","SOCS5_Socs5"
"1807","Sorbs3","SORBS3","SORBS3_Sorbs3"
"1808","Sox12","SOX12","SOX12_Sox12"
"1809","Sp110","SP110","SP110_Sp110"
"1810","Sp3","SP3","SP3_Sp3"
"1811","Spata1","SPATA1","SPATA1_Spata1"
"1812","Spata2l","SPATA2L","SPATA2L_Spata2l"
"1813","Spata6","SPATA6","SPATA6_Spata6"
"1814","Spats2","SPATS2","SPATS2_Spats2"
"1815","Spef2","SPEF2","SPEF2_Spef2"
"1816","Spen","SPEN","SPEN_Spen"
"1817","Spesp1","SPESP1","SPESP1_Spesp1"
"1818","Spg21","SPG21","SPG21_Spg21"
"1819","Sphk1","SPHK1","SPHK1_Sphk1"
"1820","Sphk2","SPHK2","SPHK2_Sphk2"
"1821","Spin1","SPIN1","SPIN1_Spin1"
"1822","Spns1","SPNS1","SPNS1_Spns1"
"1823","Spocd1","SPOCD1","SPOCD1_Spocd1"
"1824","Spon2","SPON2","SPON2_Spon2"
"1825","Spopl","SPOPL","SPOPL_Spopl"
"1826","Sppl2a","SPPL2A","SPPL2A_Sppl2a"
"1827","Spred2","SPRED2","SPRED2_Spred2"
"1828","Spry2","SPRY2","SPRY2_Spry2"
"1829","Spry4","SPRY4","SPRY4_Spry4"
"1830","Sptbn1","SPTBN1","SPTBN1_Sptbn1"
"1831","Spty2d1","SPTY2D1","SPTY2D1_Spty2d1"
"1832","Sqle","SQLE","SQLE_Sqle"
"1833","Sqstm1","SQSTM1","SQSTM1_Sqstm1"
"1834","Srebf2","SREBF2","SREBF2_Srebf2"
"1835","Srf","SRF","SRF_Srf"
"1836","Sri","SRI","SRI_Sri"
"1837","Srm","SRM","SRM_Srm"
"1838","Srp68","SRP68","SRP68_Srp68"
"1839","Srrd","SRRD","SRRD_Srrd"
"1840","Srrm2","SRRM2","SRRM2_Srrm2"
"1841","Srsf4","SRSF4","SRSF4_Srsf4"
"1842","Srsf5","SRSF5","SRSF5_Srsf5"
"1843","Srsf9","SRSF9","SRSF9_Srsf9"
"1844","Srxn1","SRXN1","SRXN1_Srxn1"
"1845","Ssbp4","SSBP4","SSBP4_Ssbp4"
"1846","Ssh1","SSH1","SSH1_Ssh1"
"1847","Ssh3","SSH3","SSH3_Ssh3"
"1848","Ssrp1","SSRP1","SSRP1_Ssrp1"
"1849","Sstr1","SSTR1","SSTR1_Sstr1"
"1850","St3gal4","ST3GAL4","ST3GAL4_St3gal4"
"1851","St6galnac6","ST6GALNAC6","ST6GALNAC6_St6galnac6"
"1852","Stac","STAC","STAC_Stac"
"1853","Stard3","STARD3","STARD3_Stard3"
"1854","Stard3nl","STARD3NL","STARD3NL_Stard3nl"
"1855","Steap2","STEAP2","STEAP2_Steap2"
"1856","Stim2","STIM2","STIM2_Stim2"
"1857","Stk24","STK24","STK24_Stk24"
"1858","Stk25","STK25","STK25_Stk25"
"1859","Stk38","STK38","STK38_Stk38"
"1860","Stk38l","STK38L","STK38L_Stk38l"
"1861","Stmn1","STMN1","STMN1_Stmn1"
"1862","Stradb","STRADB","STRADB_Stradb"
"1863","Strap","STRAP","STRAP_Strap"
"1864","Strip1","STRIP1","STRIP1_Strip1"
"1865","Stt3a","STT3A","STT3A_Stt3a"
"1866","Stt3b","STT3B","STT3B_Stt3b"
"1867","Stub1","STUB1","STUB1_Stub1"
"1868","Stx2","STX2","STX2_Stx2"
"1869","Stx6","STX6","STX6_Stx6"
"1870","Stxbp1","STXBP1","STXBP1_Stxbp1"
"1871","Styxl1","STYXL1","STYXL1_Styxl1"
"1872","Suds3","SUDS3","SUDS3_Suds3"
"1873","Sumo2","SUMO2","SUMO2_Sumo2"
"1874","Sumo3","SUMO3","SUMO3_Sumo3"
"1875","Supt6","SUPT6H","SUPT6H_Supt6"
"1876","Supt7l","SUPT7L","SUPT7L_Supt7l"
"1877","Surf1","SURF1","SURF1_Surf1"
"1878","Surf4","SURF4","SURF4_Surf4"
"1879","Svil","SVIL","SVIL_Svil"
"1880","Swap70","SWAP70","SWAP70_Swap70"
"1881","Sympk","SYMPK","SYMPK_Sympk"
"1882","Syncrip","SYNCRIP","SYNCRIP_Syncrip"
"1883","Synpo","SYNPO","SYNPO_Synpo"
"1884","Synrg","SYNRG","SYNRG_Synrg"
"1885","Sypl","SYPL1","SYPL1_Sypl"
"1886","Tab2","TAB2","TAB2_Tab2"
"1887","Tab3","TAB3","TAB3_Tab3"
"1888","Tacc1","TACC1","TACC1_Tacc1"
"1889","Taf5l","TAF5L","TAF5L_Taf5l"
"1890","Taf6l","TAF6L","TAF6L_Taf6l"
"1891","Tagln","TAGLN","TAGLN_Tagln"
"1892","Tanc2","TANC2","TANC2_Tanc2"
"1893","Taok2","TAOK2","TAOK2_Taok2"
"1894","Tatdn2","TATDN2","TATDN2_Tatdn2"
"1895","Tbc1d10a","TBC1D10A","TBC1D10A_Tbc1d10a"
"1896","Tbc1d10b","TBC1D10B","TBC1D10B_Tbc1d10b"
"1897","Tbc1d14","TBC1D14","TBC1D14_Tbc1d14"
"1898","Tbc1d20","TBC1D20","TBC1D20_Tbc1d20"
"1899","Tbc1d22b","TBC1D22B","TBC1D22B_Tbc1d22b"
"1900","Tbc1d25","TBC1D25","TBC1D25_Tbc1d25"
"1901","Tbc1d2b","TBC1D2B","TBC1D2B_Tbc1d2b"
"1902","Tbc1d9","TBC1D9","TBC1D9_Tbc1d9"
"1903","Tbx2","TBX2","TBX2_Tbx2"
"1904","Tcea1","TCEA1","TCEA1_Tcea1"
"1905","Tcea2","TCEA2","TCEA2_Tcea2"
"1906","Tceanc2","TCEANC2","TCEANC2_Tceanc2"
"1907","Tcf25","TCF25","TCF25_Tcf25"
"1908","Tcf4","TCF4","TCF4_Tcf4"
"1909","Tcirg1","TCIRG1","TCIRG1_Tcirg1"
"1910","Tcp11l1","TCP11L1","TCP11L1_Tcp11l1"
"1911","Tdrd7","TDRD7","TDRD7_Tdrd7"
"1912","Tead2","TEAD2","TEAD2_Tead2"
"1913","Tef","TEF","TEF_Tef"
"1914","Terf1","TERF1","TERF1_Terf1"
"1915","Terf2","TERF2","TERF2_Terf2"
"1916","Tet2","TET2","TET2_Tet2"
"1917","Tex261","TEX261","TEX261_Tex261"
"1918","Tfap2c","TFAP2C","TFAP2C_Tfap2c"
"1919","Tfdp1","TFDP1","TFDP1_Tfdp1"
"1920","Tfe3","TFE3","TFE3_Tfe3"
"1921","Tfg","TFG","TFG_Tfg"
"1922","Tgfb1","TGFB1","TGFB1_Tgfb1"
"1923","Tgfb1i1","TGFB1I1","TGFB1I1_Tgfb1i1"
"1924","Tgfbi","TGFBI","TGFBI_Tgfbi"
"1925","Tgfbr1","TGFBR1","TGFBR1_Tgfbr1"
"1926","Tgfbr2","TGFBR2","TGFBR2_Tgfbr2"
"1927","Tgfbrap1","TGFBRAP1","TGFBRAP1_Tgfbrap1"
"1928","Tgif1","TGIF1","TGIF1_Tgif1"
"1929","Thap11","THAP11","THAP11_Thap11"
"1930","Thbs1","THBS1","THBS1_Thbs1"
"1931","Thbs3","THBS3","THBS3_Thbs3"
"1932","Them6","THEM6","THEM6_Them6"
"1933","Thop1","THOP1","THOP1_Thop1"
"1934","Thra","THRA","THRA_Thra"
"1935","Timm50","TIMM50","TIMM50_Timm50"
"1936","Timm8b","TIMM8B","TIMM8B_Timm8b"
"1937","Timp2","TIMP2","TIMP2_Timp2"
"1938","Tjp1","TJP1","TJP1_Tjp1"
"1939","Tkt","TKT","TKT_Tkt"
"1940","Tle4","TLE4","TLE4_Tle4"
"1941","Tln1","TLN1","TLN1_Tln1"
"1942","Tm7sf3","TM7SF3","TM7SF3_Tm7sf3"
"1943","Tm9sf3","TM9SF3","TM9SF3_Tm9sf3"
"1944","Tmbim1","TMBIM1","TMBIM1_Tmbim1"
"1945","Tmbim6","TMBIM6","TMBIM6_Tmbim6"
"1946","Tmcc1","TMCC1","TMCC1_Tmcc1"
"1947","Tmco3","TMCO3","TMCO3_Tmco3"
"1948","Tmed2","TMED2","TMED2_Tmed2"
"1949","Tmed3","TMED3","TMED3_Tmed3"
"1950","Tmed5","TMED5","TMED5_Tmed5"
"1951","Tmed7","TMED7","TMED7_Tmed7"
"1952","Tmem121","TMEM121","TMEM121_Tmem121"
"1953","Tmem123","TMEM123","TMEM123_Tmem123"
"1954","Tmem129","TMEM129","TMEM129_Tmem129"
"1955","Tmem132a","TMEM132A","TMEM132A_Tmem132a"
"1956","Tmem134","TMEM134","TMEM134_Tmem134"
"1957","Tmem138","TMEM138","TMEM138_Tmem138"
"1958","Tmem18","TMEM18","TMEM18_Tmem18"
"1959","Tmem181a","TMEM181","TMEM181_Tmem181a"
"1960","Tmem183a","TMEM183A","TMEM183A_Tmem183a"
"1961","Tmem185a","TMEM185A","TMEM185A_Tmem185a"
"1962","Tmem199","TMEM199","TMEM199_Tmem199"
"1963","Tmem203","TMEM203","TMEM203_Tmem203"
